Difficulty,Word,Sentence Number,Text,Output Filename
12,constitutionally,1,The word constitutionally is used in many ways.,difficulty_12/constitutionally_sentence1.wav
12,constitutionally,2,The teacher explained what constitutionally means.,difficulty_12/constitutionally_sentence2.wav
12,constitutionally,3,Many people find constitutionally challenging to spell.,difficulty_12/constitutionally_sentence3.wav
12,contemporaneously,1,The word contemporaneously is used in many ways.,difficulty_12/contemporaneously_sentence1.wav
12,contemporaneously,2,The teacher explained what contemporaneously means.,difficulty_12/contemporaneously_sentence2.wav
12,contemporaneously,3,Many people find contemporaneously challenging to spell.,difficulty_12/contemporaneously_sentence3.wav
12,conventionally,1,The word conventionally is used in many ways.,difficulty_12/conventionally_sentence1.wav
12,conventionally,2,The teacher explained what conventionally means.,difficulty_12/conventionally_sentence2.wav
12,conventionally,3,Many people find conventionally challenging to spell.,difficulty_12/conventionally_sentence3.wav
12,correspondingly,1,The word correspondingly is used in many ways.,difficulty_12/correspondingly_sentence1.wav
12,correspondingly,2,The teacher explained what correspondingly means.,difficulty_12/correspondingly_sentence2.wav
12,correspondingly,3,Many people find correspondingly challenging to spell.,difficulty_12/correspondingly_sentence3.wav
12,counterproductively,1,The word counterproductively is used in many ways.,difficulty_12/counterproductively_sentence1.wav
12,counterproductively,2,The teacher explained what counterproductively means.,difficulty_12/counterproductively_sentence2.wav
12,counterproductively,3,Many people find counterproductively challenging to spell.,difficulty_12/counterproductively_sentence3.wav
12,crystallographic,1,The word crystallographic is used in many ways.,difficulty_12/crystallographic_sentence1.wav
12,crystallographic,2,The teacher explained what crystallographic means.,difficulty_12/crystallographic_sentence2.wav
12,crystallographic,3,Many people find crystallographic challenging to spell.,difficulty_12/crystallographic_sentence3.wav
12,decentralization,1,The word decentralization is used in many ways.,difficulty_12/decentralization_sentence1.wav
12,decentralization,2,The teacher explained what decentralization means.,difficulty_12/decentralization_sentence2.wav
12,decentralization,3,Many people find decentralization challenging to spell.,difficulty_12/decentralization_sentence3.wav
12,demilitarization,1,The word demilitarization is used in many ways.,difficulty_12/demilitarization_sentence1.wav
12,demilitarization,2,The teacher explained what demilitarization means.,difficulty_12/demilitarization_sentence2.wav
12,demilitarization,3,Many people find demilitarization challenging to spell.,difficulty_12/demilitarization_sentence3.wav
12,democratization,1,The word democratization is used in many ways.,difficulty_12/democratization_sentence1.wav
12,democratization,2,The teacher explained what democratization means.,difficulty_12/democratization_sentence2.wav
12,democratization,3,Many people find democratization challenging to spell.,difficulty_12/democratization_sentence3.wav
12,departmentalization,1,The word departmentalization is used in many ways.,difficulty_12/departmentalization_sentence1.wav
12,departmentalization,2,The teacher explained what departmentalization means.,difficulty_12/departmentalization_sentence2.wav
12,departmentalization,3,Many people find departmentalization challenging to spell.,difficulty_12/departmentalization_sentence3.wav
12,deterministically,1,The word deterministically is used in many ways.,difficulty_12/deterministically_sentence1.wav
12,deterministically,2,The teacher explained what deterministically means.,difficulty_12/deterministically_sentence2.wav
12,deterministically,3,Many people find deterministically challenging to spell.,difficulty_12/deterministically_sentence3.wav
12,developmentally,1,The word developmentally is used in many ways.,difficulty_12/developmentally_sentence1.wav
12,developmentally,2,The teacher explained what developmentally means.,difficulty_12/developmentally_sentence2.wav
12,developmentally,3,Many people find developmentally challenging to spell.,difficulty_12/developmentally_sentence3.wav
